Course Control Number (CB00),Course Code (CB01),Course Subject* (CB01),Course Number* (CB01),Course Title* (CB02) (updated=blue),Course Description,Department*,TOP Code,OLDTOP Code (CB03),Course Credit Status (CB04),Course Transfer Status (CB05),Course Units of Credit Maximum (CB06),Course Units of Credit Minimum (CB07),Course Basic Skills Status (CB08),SAM Priority Code (CB09),Cooperative Work Experience Education Status (CB10),Course Classification Code (CB11),Course Repeatability (CB12),Course Special Class Status (CB13),Course Can Code (CB14),Course Can Seq Code (CB15),Course Crosswalk Crs Dept Name (CB19),Course Crosswalk Crs Number (CB20),Course Prior to College Level (CB21),Course Non-Credit Category (CB22),Funding Agency Category (CB23),Course Program Status (CB24),Curriculum Id*,,
CCC000581252,HHP80,HHP,80,Varsity Cross-Country,"HHP 80 - Varsity Cross-Country, 3 units 162 Laboratory Hours = 162 Total Student Learning Hours  Instruction, training, and competition in intercollegiate cross-country running. Participation in contests with other colleges will be scheduled. Field trips may be required. 4 completions allowed. Transfer: (UC/CSU-Transfer credit limited. See a counselor.)",HHP,0835.50,083550,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHHP,80,Y,Y,Y,2,CHHP-80,,
CCC000581248,HHP82,HHP,82,Varsity Basketball (Men),"HHP 82 - Varsity Basketball (Men), 1.50 units 81 Laboratory Hours = 81 Total Student Learning Hours  Preparation and training for intercollegiate varsity basketball competition. Participation in contests with other colleges will be scheduled. Field trips required. 4 completions allowed. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.50,083550,D,A,1.5,1.5,N,E,N,Y,,N,NULL,NULL,CHHP,82,Y,Y,Y,2,CHHP-82,,
CCC000562192,HHP85,HHP,85,Varsity Tennis,"HHP 85 - Varsity Tennis, 3 units 171 Laboratory Hours = 171 Total Student Learning Hours  Preparation and training for intercollegiate varsity tennis competition. Participation in contests with other colleges will be scheduled. 4 completions allowed. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.50,083550,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHHP,85,Y,Y,Y,2,CHHP-85,,
CCC000581251,HHP86,HHP,86,Varsity Volleyball (Women),"HHP 86 - Varsity Volleyball (Women), 3 units 162 Laboratory Hours = 162 Total Student Learning Hours  Preparation and training for intercollegiate varsity volleyball competition. Participation in contests with other colleges will be scheduled. Field trips required. 4 completions allowed. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.50,083550,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHHP,86,Y,Y,Y,2,CHHP-86,,
CCC000543001,HHP8A,HHP,8A,Aerobic Exercise I,"HHP 8A - Aerobic Exercise I, 1 unit Formerly listed as: HHP 8A - Aerobic Exercise 54 Laboratory Hours = 54 Total Student Learning Hours  Provides an introduction to cardiovascular conditioning with an emphasis on the fundamental principles of exercise as a component of health. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,8A,Y,Y,Y,1,CHHP-8A,,
CCC000543002,HHP8B,HHP,8B,Aerobic Exercise II,"HHP 8B - Aerobic Exercise II, 1 unit Formerly listed as: HHP 8B - Step Aerobics 54 Laboratory Hours = 54 Total Student Learning Hours  Designed to improve cardiovascular endurance with an emphasis on step aerobics as a component of health. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,8B,Y,Y,Y,1,CHHP-8B,,
CCC000543187,HHP9,HHP,9,Circuit Cross-Training,"HHP 9 - Circuit Cross-Training,	1 unit 54 Laboratory hours = 54 Total Student Learning Hours  Provides an introduction to circuit training, cross training, and interval training using various combinations of cardiovascular and muscle strength/endurance exercises to achieve personal fitness goals. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,9,Y,Y,Y,1,CHHP-9,,
CCC000561811,HHP94A,HHP,94A,Swimming I,"HHP 94A - Swimming I, 1 unit Students should be able to complete one length of the pool without assistance. 54 Laboratory Hours = 54 Total Student Learning Hours  Provides an introduction to the application of mechanical and anatomical principles of aquatics for beginning swimmers. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,94A,Y,Y,Y,2,CHHP-94A,,
CCC000561810,HHP94B,HHP,94B,Swimming II,"HHP 94B - Swimming II, 1 unit Recommended for Success: HHP 94A 54 Laboratory Hours = 54 Total Student Learning Hours  Provides an introduction to the application of mechanical and anatomical principles of aquatics for intermediate swimmers, with an emphasis on the four competitive swim strokes and increasing cardiorespiratory endurance. Not repeatable. Transfer: (CSU/UC-Transfer credit limited. See a counselor.)",HHP,0835.00,083500,D,A,1,1,N,E,N,Y,,N,NULL,NULL,CHHP,94B,Y,Y,Y,2,CHHP-94B,,
CCC000278596,HIST11,HIST,11,History of California,"HIST 11 - History of California, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Survey of California history from pre-Colombian period to the present. Emphasis will include the Native American, Spaniards, Mexicans, and Anglo-Americans. Considerable attention will be devoted to California's influential role in national and world events. Not repeatable. MJC equivalent: (HIST 129) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4F)",HIST,2205.00,220500,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHIST,11,Y,Y,Y,1,CHIST-11,,
CCC000206394,HIST13,HIST,13,World Civilizations: to 1500,"HIST 13 - World Civilizations: to 1500, 3 units Formerly listed as: HIST 13 - World Civilizations: to 1650 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Survey of the history of the world from the Neolithic period to the sixteenth century. The course will use a cross-cultural comparative approach as it analyzes the origins, achievements and decline of civilizations in Asia, Africa and the Americas, as well as the Middle East and Western Europe. Emphasis on the application of major theories of history to various stages of world development. The position of women in society will be highlighted. Not repeatable. Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4F) C-ID: (HIST 150)",HIST,2205.00,220500,D,A,3,3,N,E,N,Y,,N,HIST 150,NULL,CHIST,13,Y,Y,Y,1,CHIST-13,,
CCC000185550,HIST14,HIST,14,World Civilizations: 1500 to Present,"HIST 14 - World Civilizations: 1500 to Present,  3 units Formerly listed as: HIST 14 - World Civilizations: 1650 to Present 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Survey of world history from the beginning of the sixteenth century to the present time. The theme of revolution will be illustrated by the Industrial Revolution, the democratic revolutions of the eighteenth century, and the Communist revolutions of the twentieth century. Contemporary problems in Asia, Africa, Central and South America will be placed in historical context. The contributions of women in history will be a special topic of study. Not repeatable. Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4F) C-ID: (HIST 160)",HIST,2205.00,220500,D,A,3,3,N,E,N,Y,,N,HIST 160,NULL,CHIST,14,Y,Y,Y,1,CHIST-14,,
CCC000239241,HIST16,HIST,16,United States: to 1877,"HIST 16 - United States: to 1877, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Survey of the history of the United States from pre-European settlement to the end of Reconstruction. Important topics include: the Art and Science of History, pre-European civilizations, Colonization and Society, the War for Independence, Constitutional Development and Federalism, American Leadership, Westward Expansion, Industrialization and Economic Transformation, Urbanization, Sectional Conflicts and the Impending Crisis, Slavery and experiences of historically disadvantaged groups in the United States, relative to their geographic, economic, political, and social contexts. Political and historical developments particular to California and in relation to the federal government will be highlighted. (HIST 16, taken in conjunction with POLSC 10, satisfies Associate Degree and CSU requirements in United States History, Constitution, and American Ideals.) Not repeatable. Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4F) C-ID: (HIST 130)",HIST,2205.00,220500,D,A,3,3,N,E,N,Y,,N,HIST 130,NULL,CHIST,16,Y,Y,Y,1,CHIST-16,,
CCC000218385,HIST17,HIST,17,United States: 1877 to Present,"HIST 17 - United States: 1877 to Present, 3 units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  Survey of the history of the United States from the end of Reconstruction to the present era. Course includes examinations of Reconstruction, Western Conquest, Federalism, Industrialization and Post-Industrialization, Urbanization, Foreign Relations, Social Movements, Major Wars, the Great Depression, Major Political and Institutional Developments, and Globalization. This course will also examine U.S. citizens' rights and obligations, with special attention given to the experiences of historically disadvantaged groups in the U.S. Political and historical developments particular to California and in relation to the federal government will be highlighted. (HIST 17, taken in conjunction with POLSC 10, satisfies Associate Degree and CSU requirements in United States History, Constitution, and American Ideals.) Not repeatable. Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4F) C-ID: (HIST 140)",HIST,2205.00,220500,D,A,3,3,N,E,N,Y,,N,HIST 140,NULL,CHIST,17,Y,Y,Y,1,CHIST-17,,
CCC000507028,HIST21,HIST,21,Women in American History,"HIST 21 - Women in American History, 3 Units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  This course is a review of the history of women in America covering the period from 1600 to the present. The emphasis of the course is a multicultural and multi-class approach, examining the problems of women of various ethnicities, races and classes in America. The formation of gender roles is discussed along with an analysis of women's political and economic status across the period. The course will analyze women's struggle for equal rights, the impact of women's participation in significant events in American history, and regional and cultural differences in the way women are treated in society. Emphasis will be on California local and state governments, their operations and how women have politically participated in California. Not repeatable. MJC equivalent: (HIST 116) Transfer: (CSU/UC) (CSU-GE: D) (IGETC: 4D, 4F)",HIST,2205.00,220500,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHIST,21,Y,Y,Y,1,CHIST-21,,
CCC000446371,HIST5,HIST,5,Introduction to the History and Philosophy of Science,"HIST 5/PHILO 5 - Introduction to the History and Philosophy of Science, 3 units Prerequisite(s): ENGL 1A 54 Lecture Hours,108 Out-of-Class Hours = 162 Total Student Learning Hours  An introduction to the ideas, processes and consequences of science through history. The historical development of philosophies of science will be central throughout. Critical reasoning and extensive writing will be required. Contextual cultural analysis is expected. Credit may be earned for only one of the following: HIST 5 or PHILO 5. Not repeatable. Transfer: (CSU/UC) (CSU-GE: A3, C2) (IGETC: 1B, 3B)",HIST,2205.00,220500,D,A,3,3,N,E,N,Y,,N,NULL,NULL,CHIST,5,Y,Y,Y,1,CHIST-5,,
CCC000197108,HLOC97,HLOC,97,Work Experience in Health Occupations,"HLOC 97 - Work Experience in Health Occupations,  1 to 4 units  1 Unit: 60 Unpaid Hours, 75 Paid Hours 2 Units: 120 Unpaid Hours, 150 Paid Hours 3 Units: 180 Unpaid Hours, 225 Paid Hours 4 Units: 240 Unpaid Hours, 300 Paid Hours 75 hours paid employment equals 1 unit of credit. 60 hours unpaid employment equals 1 unit of credit.  Provides students an opportunity to experience supervised employment in Health Occupations. The student's employment must be related to educational or occupational goals. May be repeated for no more than a total of 16 units of credit less any units earned in any other Work Experience course. Grading: (P/NP only) Transfer: (CSU-Transfer credit limited. See a counselor.)",HOCC,1201.00,120100,D,B,4,1,N,C,C,Y,,N,NULL,NULL,CHLOC,97,Y,Y,Y,2,CHLOC-97,,
CCC000094623,HPMGT102,HPMGT,102,Introduction to Hospitality Careers,"HPMGT 102 - Introduction to Hospitality Careers, 1.50 units Formerly listed as: HPMGT 102 - Introduction to Hospitality Careers and Human Relations 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  An introduction to the hospitality industry (comprising lodging, food and beverage services, and tourism) with a focus on its career opportunities in the hospitality industry. Individual goal-setting and career planning are emphasized. Not repeatable.",HOSP,1307.00,130700,D,C,1.5,1.5,N,C,N,Y,,N,NULL,NULL,CHPMGT,102,Y,Y,Y,1,CHPMGT-102,,
CCC000598732,HPMGT104,HPMGT,104,Hospitality Laws and Regulations,"HPMGT 104 - Hospitality Laws and Regulations, 3 Units 54 Lecture Hours, 108 Out-of-Class Hours = 162 Total Student Learning Hours  The study of legal issues relating to commercial food service and lodging operations which are national, state and local in scope. Using both the case method and specific statutes, introduces students to general concepts including the types of law, the nature of agreements and the judicial system, as well as regulatory agencies and the particular laws they enforce in the hospitality field. Field trips may be required. Not repeatable.",HOSP,1307.00,130700,D,C,3,3,N,C,N,Y,,N,NULL,NULL,CHPMGT,104,Y,Y,Y,1,CHPMGT-104,,
CCC000240210,HPMGT112,HPMGT,112,Front Office Management/Hotel Catering,"HPMGT 112 - Front Office Management/Hotel Catering, 2 units 36 Lecture Hours, 72 Out-of-Class Hours = 108 Total Student Learning Hours  Introduction to the essential equipment, routines, and duties of the front desk clerk and their relationship to other hotel departments. Covers the planning and preparation for private parties, dinners, meetings, and other special events that a hotel or restaurant may cater. Field trips may be required. Not repeatable.",HOSP,1307.00,130700,D,C,2,2,N,C,N,Y,,N,NULL,NULL,CHPMGT,112,Y,Y,Y,1,CHPMGT-112,,
CCC000263231,HPMGT114,HPMGT,114,Introduction to Maintenance and Housekeeping,"HPMGT 114 - Introduction to Maintenance and Housekeeping, 1.50 units 27 Lecture Hours, 54 Out-of-Class Hours = 81 Total Student Learning Hours  Introduces the essential components of effective hotel or motel Maintenance and Housekeeping operations, including technical information on equipment and its servicing to establish a preventive maintenance routine. Provides broad scope of the housekeeping position, stressing employee responsibilities, record-keeping and use of equipment and materials. Not repeatable.",HOSP,1307.00,130700,D,C,1.5,1.5,N,C,N,Y,,N,NULL,NULL,CHPMGT,114,Y,Y,Y,1,CHPMGT-114,,
CCC000557229,HPMGT120,HPMGT,120,Safety and Sanitation,"HPMGT 120 - Safety and Sanitation, 1 unit 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  Sanitation and safety principles and practices for the food service professional. Prepares students to take the Serv-Safe Food Protection Manager certification exam from the National Restaurant Association. Not repeatable.",HOSP,1306.00,130600,D,C,1,1,N,C,N,Y,,N,NULL,NULL,CHPMGT,120,Y,Y,Y,1,CHPMGT-120,,
CCC000557228,HPMGT122,HPMGT,122,Restaurant Math,"HPMGT 122 - Restaurant Math, 1 unit 18 Lecture Hours, 36 Out-of-Class Hours = 54 Total Student Learning Hours  This is an arithmetic course for food-service & hospitality personnel. Students will be learning and applying basic math skills: addition, subtraction, multiplication, division, fractions, and percentages. There will be use of hand-held calculators, scales and devices for measuring weights and volumes. Not repeatable.",HOSP,1307.00,130700,D,C,1,1,N,C,N,Y,,N,NULL,NULL,CHPMGT,122,Y,Y,Y,1,CHPMGT-122,,
